352,A peculiar thing happened last night... (self.Dodge),akaZeke,6,7
353,08 Charger 3.5 V6 - Strange Brake Issue (self.Dodge),ertax101,2,7
354,Muffler suggestions for Charger R/T (self.Dodge),TheSpaceman_530,8,18
355,2014 Dodge Dart Limited Questions.. (self.Dodge),swcily,2,17
356,2017 Scat Pack Challenger Trunk Won’t Open (self.Dodge),Fenrir_0311,4,4
357,2017 Charger Trunk Gaps Uneven (self.Dodge),bkal5,3,4
358,Dodge Charger 2015 transmission maintenance. When should it be done? (self.Dodge),WPN-X,2,2
359,Anyone here buy LEDs from hidnation.com (self.Dodge),eckzbauxjuan,2,1
360,Extremely disappointed with my Dodge Dart 2013 Limited 1.4L Turbo DDCT (self.Dodge),AyleiDaedra,2,10
361,Should I buy this 03 Neon? (self.Dodge),cmatthews5,8,6
362,Can the engine of a challenger be swapped with a charger? and Up to which year are charger engines compatibles to each other in case they are the same trim (self.Dodge),QSannael,7,8
363,2005 Dodge Ram Pickup SRT-10 for sale (self.Dodge),TheBurntHam,4,comment
364,Scat Pack tire recommendations? (self.Dodge),BoobooSousa,3,14
365,Looking for a good online store for OEM parts with international shipping (self.Dodge),Abdico,4,3
366,Question to ask to alleviate my fears. (Avenger 2010) (self.Dodge),Gaiusotaku,5,3
367,2015 Charger RT front Bumper replacement (self.Dodge),Chasing_6,3,3
368,To the guys who drove 70 miles with me on I-70E. (self.Dodge),astronaut24,19,6
369,Having trouble locating parts for my work van. 97 b2500 5.2 there never seems to be any in my local yards or parts around. Looking for a good source other then dodge itself (who says 99% its been discontinued) should I just get something more common like a chevy express? (self.Dodge),Lionheart509,4,2
370,Charger Ownership as First Real Car? (self.Dodge),IronicPlagueis,6,15
371,[Academic] Truck Owner Survey for Senior Design Project (self.Dodge),FigNewton458,15,comment
372,Anyone have any experience with the magnum V10? (self.Dodge),xCAPTAINxTEXASx,5,comment
373,Convinced me to buy a Magnum RT (self.Dodge),erickliban,3,3
374,Is the 15/16 Dodge Durango R/T pretty reliable? (self.Dodge),therealbigrich,9,4
375,"Caliber woes, any ides? (self.Dodge)",jaymecantdance,12,20
376,2014 Durango R/T Rear Strut Shocks Need Replacement (self.Dodge),TheDanimal26,6,2
377,What do you think about the 2019 dodge Ram? (self.Dodge),[deleted],12,10
378,2008 Charger SE 3.5L V6 Window Fog Issue (self.Dodge),ertax101,5,7
379,(2005 Magnum 2.7L SE) Having issues with my wipers and turn signals (self.Dodge),ZWQncyBkaWNr,3,comment
380,You’ve had your Dart for some time now. How’s it holding up? (self.Dodge),Pungee,14,12
381,Question for anyone who works in insurance. (self.Dodge),OD_Emperor,9,11
382,Any rumors on a Durango redesign? (self.Dodge),cjx_p1,1,5
383,Ipod question (self.Dodge),Hammettf2b,2,comment
384,"2012 Ram 2500, 6.7L I6 Cummins Turbo Diesel Engine. Good year or known problem? (self.Dodge)",tarbar22,8,3
385,Shes got a few nice curves... (self.Dodge),nixonrsx,9,comment
386,"Proud new Challenger GT owner, with one issue: the car won’t recognize my iPhone for CarPlay (self.Dodge)",tyrannosaurus_r,7,9
387,New Dodge 4 Emblem? (self.Dodge),alieo11,12,8
388,2014 Dodge avenger 3.6 need help (self.Dodge),DodgeFan96,4,2
